loan_id, no_of_dependents, education, self_employed, income_annum, loan_amount, loan_term, cibil_score, residential_assets_value, commercial_assets_value, bank_asset_value, luxury_assets_value,Expenses, loan_status
285,4, Not Graduate, Yes,600000,1800000,8,417,1700000,700000,800000,1800000,441993, Rejected
286,1, Not Graduate, No,4700000,14000000,6,468,11300000,1800000,4600000,10600000,3733932, Rejected
287,5, Graduate, Yes,3000000,11800000,10,672,8700000,3600000,4100000,9800000,1230970, Approved
288,5, Not Graduate, No,4000000,13900000,6,530,6000000,5600000,6000000,12500000,2525508, Rejected
289,1, Not Graduate, Yes,3100000,11300000,14,824,3700000,6000000,4400000,11000000,1852959, Approved
290,1, Not Graduate, Yes,7700000,25500000,12,549,18100000,10600000,7000000,20500000,5637516, Rejected
291,5, Not Graduate, Yes,4300000,9300000,10,450,2100000,6700000,4100000,10000000,3387167, Rejected
292,1, Graduate, Yes,5800000,19500000,20,431,13800000,5000000,3300000,15600000,4750792, Rejected
293,3, Graduate, Yes,3600000,10700000,16,312,2300000,1600000,5200000,13100000,2871655, Rejected
294,0, Not Graduate, Yes,2900000,7600000,8,320,8000000,5600000,3100000,9600000,2464825, Rejected
295,0, Graduate, No,8800000,20200000,4,433,16000000,4200000,12400000,30500000,5837274, Rejected
296,1, Not Graduate, Yes,300000,1000000,10,431,400000,500000,100000,900000,201888, Rejected
297,5, Not Graduate, Yes,8600000,28900000,8,516,9900000,1800000,6800000,30200000,5787373, Rejected
298,2, Not Graduate, Yes,3500000,12000000,14,476,1100000,6800000,2900000,12400000,2123662, Rejected
299,5, Graduate, No,800000,2600000,6,560,100000,200000,1000000,3000000,456804, Approved
300,2, Graduate, No,8000000,27100000,12,674,14400000,400000,6400000,25300000,3897886, Approved
301,0, Not Graduate, Yes,9900000,38200000,6,573,17200000,10000000,5900000,20100000,5124921, Approved
302,2, Not Graduate, No,3300000,6600000,6,331,6300000,2000000,2700000,8900000,2006494, Rejected
303,4, Graduate, Yes,2000000,6700000,12,633,100000,800000,2000000,4800000,829580, Approved
304,3, Not Graduate, No,4900000,12900000,18,877,1800000,7000000,3300000,17900000,2136745, Approved
305,5, Not Graduate, Yes,9200000,23600000,12,656,1400000,11200000,4900000,36400000,4771394, Approved
306,0, Not Graduate, No,7500000,18200000,6,782,7400000,12000000,4100000,19800000,3706576, Approved
307,5, Not Graduate, No,9000000,29300000,4,531,10400000,9500000,5800000,35500000,4694022, Approved
308,3, Not Graduate, No,1400000,4100000,8,455,3000000,1400000,2100000,2900000,1079592, Rejected
309,3, Graduate, No,9600000,19900000,14,452,4200000,16200000,6600000,28500000,5839421, Rejected
310,2, Graduate, No,8400000,33200000,14,474,19600000,15000000,11500000,25400000,6462925, Rejected
311,3, Not Graduate, No,6400000,24400000,4,483,7800000,2400000,4500000,19100000,3101994, Approved
312,4, Graduate, No,5900000,16800000,8,481,6900000,11400000,3300000,19500000,4377652, Rejected
313,2, Graduate, Yes,2200000,5100000,20,859,3800000,1200000,3100000,6400000,1167506, Approved
314,4, Graduate, Yes,5600000,14100000,14,696,9000000,9200000,6800000,16500000,2359196, Approved
315,4, Not Graduate, No,9800000,28700000,6,778,16600000,7400000,11100000,29700000,3956446, Approved
316,4, Graduate, No,4400000,14600000,4,499,1300000,6500000,5700000,16100000,2262749, Approved
317,2, Not Graduate, Yes,2400000,4900000,4,888,6400000,4300000,3400000,5100000,1108613, Approved
318,1, Graduate, No,4400000,10800000,12,674,9600000,2700000,5300000,17200000,2620548, Approved
319,4, Graduate, No,3700000,13200000,4,802,9800000,2400000,4300000,12500000,1765329, Approved
320,4, Not Graduate, Yes,2300000,7800000,8,540,1500000,3400000,2800000,4700000,1747556, Rejected
321,4, Graduate, Yes,5900000,19600000,8,726,17400000,6800000,8000000,20100000,3190759, Approved
322,4, Not Graduate, Yes,6400000,23500000,2,485,7300000,2700000,3900000,23600000,3276211, Approved
323,4, Graduate, Yes,4900000,17100000,6,612,1300000,7000000,5000000,19500000,2529244, Approved
324,3, Not Graduate, Yes,9500000,24200000,8,879,3100000,17200000,12700000,26400000,4066799, Approved
325,2, Not Graduate, No,5700000,16400000,12,708,3700000,800000,4400000,15000000,2741950, Approved
326,2, Not Graduate, Yes,2700000,5700000,8,850,3500000,5000000,3900000,10500000,1488878, Approved
327,2, Not Graduate, Yes,3900000,11300000,12,516,3100000,0,4600000,10400000,2753349, Rejected
328,0, Not Graduate, No,7800000,28800000,12,465,4700000,7500000,7400000,28800000,5607577, Rejected
329,0, Graduate, No,1100000,3200000,20,716,1800000,1400000,1500000,3600000,446534, Approved
330,4, Not Graduate, No,200000,600000,10,404,0,100000,0,400000,154561, Rejected
331,0, Not Graduate, Yes,4700000,10600000,20,512,8400000,4000000,7000000,12300000,3497574, Rejected
332,3, Not Graduate, Yes,8200000,20600000,10,441,16100000,11400000,6100000,29100000,6110040, Rejected
333,2, Not Graduate, Yes,4600000,18400000,2,555,7700000,2400000,4200000,14200000,2419420, Approved
334,5, Not Graduate, No,1800000,7000000,18,466,2600000,2100000,1900000,6000000,1311578, Rejected
335,3, Graduate, Yes,3200000,8600000,2,427,3900000,1800000,4700000,7100000,2448154, Rejected
336,4, Not Graduate, Yes,5500000,20000000,14,593,15100000,2700000,4900000,19900000,2886747, Approved
337,3, Graduate, No,7900000,18300000,10,731,4200000,3400000,8400000,22200000,3675143, Approved
338,1, Graduate, Yes,4000000,10100000,16,451,7000000,3900000,3900000,14300000,2800016, Rejected
339,3, Not Graduate, Yes,6800000,16900000,18,628,3600000,900000,4900000,15600000,3270187, Approved
340,1, Not Graduate, No,2700000,9400000,18,704,5300000,2300000,2400000,6400000,1309180, Approved
341,2, Not Graduate, No,6800000,23500000,12,341,19300000,11800000,8500000,14300000,4734339, Rejected
342,5, Graduate, No,8600000,21000000,8,465,11700000,14900000,9900000,19500000,5513013, Rejected
343,4, Graduate, No,8000000,30100000,4,431,11900000,13800000,11500000,18800000,4277119, Approved
344,1, Graduate, Yes,3700000,12600000,10,424,5400000,1100000,4400000,14200000,2327206, Rejected
345,0, Graduate, No,2600000,5100000,14,678,500000,1200000,3100000,6000000,1163435, Approved
346,4, Graduate, No,4200000,16800000,6,381,9600000,3800000,5900000,14800000,3063511, Rejected
347,5, Graduate, Yes,8000000,28000000,10,449,18500000,1500000,3900000,17400000,5874956, Rejected
348,1, Not Graduate, No,7100000,23500000,12,768,6400000,12100000,7300000,22400000,3276376, Approved
349,0, Not Graduate, No,2000000,7000000,6,666,0,1200000,1400000,4300000,1555284, Rejected
350,4, Not Graduate, Yes,5800000,13300000,14,742,16100000,9300000,7000000,16300000,2608417, Approved
351,3, Not Graduate, Yes,6700000,15800000,4,445,10500000,7600000,9100000,14100000,5214727, Rejected
352,2, Graduate, No,7300000,28700000,14,634,5900000,3800000,10800000,21200000,3271738, Approved
353,4, Not Graduate, No,3300000,9700000,14,782,2500000,0,2200000,10400000,1920739, Approved
354,0, Graduate, No,3000000,7000000,10,781,7200000,600000,2700000,11700000,1476701, Approved
355,4, Not Graduate, No,7900000,17200000,14,318,14200000,9500000,9000000,23200000,5954224, Rejected
356,5, Not Graduate, No,7600000,24100000,18,721,21900000,11500000,7200000,22900000,3679506, Approved
357,5, Not Graduate, No,3700000,9800000,4,563,9500000,5100000,3000000,11200000,2063442, Approved
358,2, Not Graduate, No,8400000,26300000,4,419,22900000,7900000,6200000,29200000,4676600, Approved
359,0, Graduate, Yes,8200000,20800000,14,372,3800000,100000,5200000,26100000,5528196, Rejected
360,0, Not Graduate, No,2900000,9500000,18,885,4300000,2300000,3500000,6500000,1695402, Approved
361,1, Not Graduate, Yes,9900000,38400000,12,596,10000000,9300000,6800000,36500000,4389249, Approved
362,0, Graduate, No,4400000,14100000,2,349,3300000,1300000,6200000,8800000,2307602, Approved
363,1, Not Graduate, Yes,9000000,32200000,16,468,4500000,16400000,10900000,28600000,6464250, Rejected
364,3, Not Graduate, Yes,6800000,26900000,16,818,14700000,10400000,7300000,26300000,3085870, Approved
365,2, Not Graduate, No,8700000,28000000,12,543,16900000,6000000,6700000,22900000,5280050, Rejected
366,3, Graduate, No,9400000,21900000,16,685,8100000,5600000,5000000,34500000,4022965, Approved
367,3, Not Graduate, Yes,6000000,12500000,18,851,14600000,5000000,5000000,16800000,2486265, Approved
368,1, Not Graduate, Yes,9400000,29800000,10,377,24100000,18500000,11700000,30900000,6574131, Rejected
369,0, Not Graduate, Yes,1000000,4000000,10,620,2400000,1300000,1100000,3700000,466669, Approved
370,3, Graduate, Yes,900000,2300000,20,611,600000,1500000,500000,1900000,463953, Approved
371,4, Not Graduate, No,2100000,7700000,4,767,1200000,1700000,1300000,6900000,1128414, Approved
372,5, Graduate, Yes,1100000,3200000,20,592,3200000,700000,500000,3500000,603209, Approved
373,0, Graduate, Yes,600000,2300000,4,319,1600000,800000,700000,2300000,261411, Approved
374,4, Not Graduate, Yes,9200000,25500000,10,900,9400000,10500000,12800000,27400000,4219709, Approved
375,2, Not Graduate, Yes,3600000,12800000,18,814,8600000,4100000,4100000,10300000,2008753, Approved
376,5, Not Graduate, Yes,1300000,5000000,10,755,2100000,2200000,1900000,4800000,700814, Approved
377,5, Graduate, Yes,7700000,16800000,20,584,8600000,4800000,8000000,23400000,4451911, Approved
378,4, Graduate, Yes,9500000,23500000,14,380,22900000,6700000,7300000,25100000,6957787, Rejected
379,2, Not Graduate, Yes,5000000,17600000,20,465,6200000,5200000,5200000,16500000,3933583, Rejected
380,0, Not Graduate, No,500000,1800000,2,531,1300000,500000,700000,1900000,262861, Approved
381,1, Graduate, Yes,8300000,32100000,16,814,18500000,2700000,7500000,28900000,3582705, Approved
382,0, Graduate, No,5300000,17900000,6,678,4700000,3900000,3600000,14400000,2197400, Approved
383,2, Not Graduate, Yes,9300000,29000000,12,655,7900000,6800000,4900000,29900000,5204510, Approved
384,3, Not Graduate, No,2300000,7400000,2,682,6500000,2400000,2100000,7600000,1115840, Approved
385,1, Not Graduate, No,400000,1300000,6,695,200000,500000,100000,800000,222671, Approved
386,3, Not Graduate, No,3200000,10800000,4,833,2600000,1000000,2600000,8700000,1860991, Approved
387,5, Not Graduate, Yes,9400000,35300000,16,302,4100000,12500000,12900000,37000000,6310803, Rejected
388,1, Graduate, No,2300000,6600000,2,357,5900000,200000,2200000,6000000,1761188, Rejected
389,5, Not Graduate, No,4300000,14500000,12,302,12500000,4300000,5100000,12500000,2638133, Rejected
390,0, Graduate, Yes,6200000,22400000,18,873,15700000,6600000,8200000,15800000,3384652, Approved
391,0, Not Graduate, Yes,7200000,19800000,12,658,12700000,8100000,7300000,25000000,3510353, Approved
392,5, Graduate, Yes,2400000,8700000,18,877,2800000,2900000,1100000,7100000,1427167, Approved
393,3, Not Graduate, No,2900000,6300000,8,648,3400000,3400000,1400000,7600000,1233278, Approved
394,1, Graduate, No,1400000,5200000,12,730,2900000,0,700000,3700000,834030, Approved
395,4, Not Graduate, Yes,2200000,8200000,14,737,5800000,2800000,1400000,8200000,995802, Approved
396,2, Graduate, Yes,800000,3200000,10,584,0,200000,700000,2100000,677873, Rejected
397,0, Graduate, No,600000,1700000,2,621,400000,400000,200000,2000000,265764, Approved
398,4, Graduate, Yes,700000,2700000,16,583,1100000,1200000,300000,1400000,366854, Approved
399,2, Not Graduate, No,8400000,25900000,16,621,8600000,13400000,4200000,33500000,3558721, Approved
400,2, Not Graduate, No,7100000,21500000,16,610,5800000,12100000,9300000,14200000,3787940, Approved
401,4, Graduate, No,5400000,15700000,18,452,13700000,2600000,6600000,16500000,4304130, Rejected
402,5, Graduate, No,3700000,7300000,18,339,9300000,100000,5300000,13900000,3093863, Rejected
403,3, Graduate, Yes,5200000,15200000,16,650,1300000,5700000,4100000,13500000,2629315, Approved
404,4, Not Graduate, Yes,200000,700000,10,672,200000,200000,300000,300000,118030, Approved
405,3, Graduate, No,500000,1000000,20,501,800000,800000,200000,900000,375878, Rejected
406,2, Not Graduate, Yes,1800000,5700000,4,809,1200000,1900000,2400000,6300000,1024804, Approved
407,5, Graduate, Yes,9200000,29400000,8,318,18000000,5900000,5400000,33800000,6959188, Rejected
408,4, Not Graduate, No,900000,3300000,10,649,0,400000,1200000,1800000,405650, Approved
409,3, Not Graduate, No,7500000,28300000,12,367,9200000,11300000,7000000,22700000,5067135, Rejected
410,5, Not Graduate, No,3000000,11800000,6,847,8200000,2200000,2300000,7100000,1776918, Approved
411,5, Graduate, No,7100000,18900000,12,360,10700000,1100000,8500000,19800000,5903407, Rejected
412,1, Graduate, Yes,3500000,7200000,2,865,4100000,3200000,4200000,11900000,2030964, Approved
413,4, Not Graduate, No,4900000,18800000,16,880,4200000,4700000,2600000,13200000,2793874, Approved
414,1, Graduate, No,4100000,8400000,20,608,1400000,8000000,4400000,10000000,1933441, Approved
415,0, Graduate, Yes,800000,2100000,6,760,300000,100000,600000,1600000,326319, Approved
416,3, Graduate, Yes,1700000,4600000,12,385,1500000,1300000,1700000,5200000,1196599, Rejected
417,0, Graduate, Yes,6100000,23300000,12,478,3800000,2300000,4900000,17700000,4408304, Rejected
418,1, Graduate, Yes,2100000,7700000,16,327,5000000,500000,2300000,4700000,1463423, Rejected
419,0, Graduate, No,3100000,9300000,6,663,1300000,1400000,3800000,8100000,1779359, Approved
420,2, Not Graduate, Yes,1700000,3500000,20,693,2200000,1400000,1700000,4800000,790528, Approved
421,3, Graduate, No,1700000,5400000,6,710,4800000,700000,1700000,5800000,965858, Approved
422,4, Not Graduate, Yes,4000000,14500000,6,711,2400000,5700000,4100000,10900000,1761411, Approved
423,5, Graduate, No,5600000,18400000,8,386,11300000,6700000,5600000,11300000,3362007, Rejected
424,4, Graduate, Yes,3900000,11900000,10,855,10200000,4000000,2800000,10200000,1890227, Approved
425,4, Graduate, Yes,6100000,15300000,14,573,1100000,9900000,8400000,13300000,2562867, Approved
426,0, Graduate, Yes,1100000,2800000,18,431,500000,300000,1400000,4300000,844521, Rejected
427,2, Graduate, No,5500000,14800000,8,364,13000000,4500000,4500000,12600000,4250610, Rejected
428,4, Graduate, Yes,1100000,3600000,14,711,2500000,500000,600000,3600000,451763, Approved
429,4, Not Graduate, Yes,400000,900000,20,771,1000000,500000,500000,1600000,238465, Approved
430,3, Graduate, No,9200000,36400000,18,669,3100000,12700000,12300000,30900000,4019808, Approved
431,4, Not Graduate, Yes,9300000,27500000,18,338,21500000,500000,6600000,34900000,6545814, Rejected
432,1, Graduate, No,1100000,3500000,8,562,2300000,1200000,500000,3200000,632644, Approved
433,3, Not Graduate, No,5600000,18700000,2,769,8000000,8200000,4800000,17300000,3283493, Approved
434,0, Graduate, Yes,6300000,21500000,8,629,600000,3400000,5200000,22000000,2901733, Approved
435,3, Graduate, No,8800000,18100000,6,699,6400000,2100000,9400000,18500000,3887535, Approved
436,0, Not Graduate, No,8400000,20800000,20,590,5100000,8900000,10800000,32100000,3459640, Approved
437,3, Graduate, Yes,1600000,5700000,4,707,3300000,2700000,2300000,6200000,905450, Approved
438,3, Not Graduate, Yes,4500000,11400000,8,391,8500000,6800000,4500000,9900000,3101379, Rejected
439,5, Not Graduate, No,6500000,18500000,4,891,13600000,3300000,7100000,23600000,2976356, Approved
440,3, Graduate, Yes,9500000,20600000,2,731,13400000,3800000,9200000,20700000,3996395, Approved
441,3, Not Graduate, No,4700000,16700000,12,775,4000000,1700000,3500000,17300000,1981991, Approved
442,5, Graduate, Yes,9600000,32400000,2,897,3500000,15400000,6200000,26800000,5653227, Approved
443,5, Graduate, No,8000000,26700000,20,794,8000000,14700000,7800000,29900000,4331305, Approved
444,2, Graduate, No,7700000,16700000,6,555,12900000,2900000,8500000,18100000,4292617, Approved
445,1, Not Graduate, Yes,3600000,10300000,12,536,6800000,500000,2700000,12200000,2942528, Rejected
446,2, Not Graduate, No,700000,1700000,10,839,100000,700000,900000,2000000,378891, Approved
447,0, Graduate, Yes,1400000,5100000,6,890,4100000,1900000,1900000,5200000,686121, Approved
448,1, Graduate, Yes,8600000,27900000,20,415,12200000,14800000,7900000,27100000,5398291, Rejected
449,4, Graduate, No,4700000,15700000,4,868,3300000,2500000,4800000,13800000,2778182, Approved
450,3, Graduate, Yes,2900000,5800000,12,353,8400000,2600000,3100000,10100000,1958228, Rejected
451,4, Not Graduate, No,9000000,29000000,16,590,4600000,15600000,12300000,29200000,4947816, Approved
452,5, Graduate, Yes,500000,900000,18,618,1400000,600000,400000,1200000,268513, Approved
453,2, Not Graduate, Yes,700000,1700000,10,539,1400000,1000000,900000,1900000,544927, Rejected
454,0, Graduate, No,6800000,27000000,4,429,17100000,7600000,9400000,21400000,3550406, Approved
455,2, Graduate, No,1800000,4700000,8,792,4500000,1200000,2200000,4100000,846967, Approved
456,0, Not Graduate, No,6000000,12400000,2,608,3000000,2100000,6800000,17900000,3435950, Approved
457,4, Graduate, Yes,5400000,21500000,14,555,4300000,1500000,7500000,14300000,2505499, Approved
458,5, Graduate, Yes,8400000,17500000,12,620,15300000,13600000,5800000,26000000,3471852, Approved
459,0, Graduate, No,7400000,20900000,6,635,15600000,14000000,7200000,21000000,3189704, Approved
460,2, Graduate, No,3200000,12500000,10,457,6100000,2000000,4300000,8200000,2379376, Rejected
461,1, Graduate, Yes,5400000,21400000,8,350,2600000,1000000,6800000,19700000,4110910, Rejected
462,5, Graduate, Yes,1000000,2500000,14,885,2200000,100000,1100000,2300000,452090, Approved
463,0, Graduate, No,4400000,14700000,16,638,4000000,2700000,2700000,14400000,2590102, Approved
